sample	unit	fq1	fq2	parhap	mother	inducer
MM538	KFRAG_00718	KFRAG_00718.fq.gz	NaN	haploid	C91_640	PL4
MM538	KFRAG_00718_b	KFRAG_00718_b.fq.gz	NaN	haploid	C91_640	PL4
MM538	KFRAG_00718_c	KFRAG_00718_c.fq.gz	NaN	haploid	C91_640	PL4
MM539	KFRAG_00719	KFRAG_00719.fq.gz	NaN	haploid	C91_640	PL4
MM539	KFRAG_00719_b	KFRAG_00719_b.fq.gz	NaN	haploid	C91_640	PL4
MM539	KFRAG_00719_c	KFRAG_00719_c.fq.gz	NaN	haploid	C91_640	PL4
MM540	KFRAG_00720	KFRAG_00720.fq.gz	NaN	haploid	C91_640	PL4
MM540	KFRAG_00720_b	KFRAG_00720_b.fq.gz	NaN	haploid	C91_640	PL4
MM540	KFRAG_00720_c	KFRAG_00720_c.fq.gz	NaN	haploid	C91_640	PL4
MM541	KFRAG_00721	KFRAG_00721.fq.gz	NaN	haploid	C91_640	PL4
MM541	KFRAG_00721_b	KFRAG_00721_b.fq.gz	NaN	haploid	C91_640	PL4
MM541	KFRAG_00721_c	KFRAG_00721_c.fq.gz	NaN	haploid	C91_640	PL4
MM542	KFRAG_00722	KFRAG_00722.fq.gz	NaN	haploid	C91_640	PL4
MM542	KFRAG_00722_b	KFRAG_00722_b.fq.gz	NaN	haploid	C91_640	PL4
MM542	KFRAG_00722_c	KFRAG_00722_c.fq.gz	NaN	haploid	C91_640	PL4
MM543	KFRAG_00723	KFRAG_00723.fq.gz	NaN	haploid	C91_640	PL4
MM543	KFRAG_00723_b	KFRAG_00723_b.fq.gz	NaN	haploid	C91_640	PL4
MM543	KFRAG_00723_c	KFRAG_00723_c.fq.gz	NaN	haploid	C91_640	PL4
MM544	KFRAG_00724	KFRAG_00724.fq.gz	NaN	haploid	C91_640	PL4
MM544	KFRAG_00724_b	KFRAG_00724_b.fq.gz	NaN	haploid	C91_640	PL4
MM544	KFRAG_00724_c	KFRAG_00724_c.fq.gz	NaN	haploid	C91_640	PL4
MM545	KFRAG_00725	KFRAG_00725.fq.gz	NaN	haploid	C91_640	PL4
MM545	KFRAG_00725_b	KFRAG_00725_b.fq.gz	NaN	haploid	C91_640	PL4
MM545	KFRAG_00725_c	KFRAG_00725_c.fq.gz	NaN	haploid	C91_640	PL4
MM546	KFRAG_00726	KFRAG_00726.fq.gz	NaN	haploid	C91_640	PL4
MM546	KFRAG_00726_b	KFRAG_00726_b.fq.gz	NaN	haploid	C91_640	PL4
MM546	KFRAG_00726_c	KFRAG_00726_c.fq.gz	NaN	haploid	C91_640	PL4
MM547	KFRAG_00727	KFRAG_00727.fq.gz	NaN	haploid	C91_640	PL4
MM547	KFRAG_00727_b	KFRAG_00727_b.fq.gz	NaN	haploid	C91_640	PL4
MM547	KFRAG_00727_c	KFRAG_00727_c.fq.gz	NaN	haploid	C91_640	PL4
MM548	KFRAG_00728	KFRAG_00728.fq.gz	NaN	haploid	C91_640	PL4
MM548	KFRAG_00728_b	KFRAG_00728_b.fq.gz	NaN	haploid	C91_640	PL4
MM548	KFRAG_00728_c	KFRAG_00728_c.fq.gz	NaN	haploid	C91_640	PL4
MM549	KFRAG_00729	KFRAG_00729.fq.gz	NaN	haploid	C91_640	PL4
MM549	KFRAG_00729_b	KFRAG_00729_b.fq.gz	NaN	haploid	C91_640	PL4
MM549	KFRAG_00729_c	KFRAG_00729_c.fq.gz	NaN	haploid	C91_640	PL4
MM550	KFRAG_00730	KFRAG_00730.fq.gz	NaN	haploid	C91_640	PL4
MM550	KFRAG_00730_b	KFRAG_00730_b.fq.gz	NaN	haploid	C91_640	PL4
MM550	KFRAG_00730_c	KFRAG_00730_c.fq.gz	NaN	haploid	C91_640	PL4
MM551	KFRAG_00731	KFRAG_00731.fq.gz	NaN	haploid	C91_640	PL4
MM551	KFRAG_00731_b	KFRAG_00731_b.fq.gz	NaN	haploid	C91_640	PL4
MM551	KFRAG_00731_c	KFRAG_00731_c.fq.gz	NaN	haploid	C91_640	PL4
MM552	KFRAG_00732	KFRAG_00732.fq.gz	NaN	haploid	C91_640	PL4
MM552	KFRAG_00732_b	KFRAG_00732_b.fq.gz	NaN	haploid	C91_640	PL4
MM552	KFRAG_00732_c	KFRAG_00732_c.fq.gz	NaN	haploid	C91_640	PL4
MM553	KFRAG_00733	KFRAG_00733.fq.gz	NaN	haploid	C91_640	PL4
MM553	KFRAG_00733_b	KFRAG_00733_b.fq.gz	NaN	haploid	C91_640	PL4
MM553	KFRAG_00733_c	KFRAG_00733_c.fq.gz	NaN	haploid	C91_640	PL4
MM554	KFRAG_00734	KFRAG_00734.fq.gz	NaN	haploid	C91_640	PL4
MM554	KFRAG_00734_b	KFRAG_00734_b.fq.gz	NaN	haploid	C91_640	PL4
MM554	KFRAG_00734_c	KFRAG_00734_c.fq.gz	NaN	haploid	C91_640	PL4
MM555	KFRAG_00735	KFRAG_00735.fq.gz	NaN	haploid	C91_640	PL4
MM555	KFRAG_00735_b	KFRAG_00735_b.fq.gz	NaN	haploid	C91_640	PL4
MM555	KFRAG_00735_c	KFRAG_00735_c.fq.gz	NaN	haploid	C91_640	PL4
MM556	KFRAG_00736	KFRAG_00736.fq.gz	NaN	haploid	C91_640	PL4
MM556	KFRAG_00736_b	KFRAG_00736_b.fq.gz	NaN	haploid	C91_640	PL4
MM556	KFRAG_00736_c	KFRAG_00736_c.fq.gz	NaN	haploid	C91_640	PL4
MM557	KFRAG_00737	KFRAG_00737.fq.gz	NaN	haploid	C91_640	PL4
MM557	KFRAG_00737_b	KFRAG_00737_b.fq.gz	NaN	haploid	C91_640	PL4
MM557	KFRAG_00737_c	KFRAG_00737_c.fq.gz	NaN	haploid	C91_640	PL4
MM558	KFRAG_00738	KFRAG_00738.fq.gz	NaN	haploid	C91_640	PL4
MM558	KFRAG_00738_b	KFRAG_00738_b.fq.gz	NaN	haploid	C91_640	PL4
MM558	KFRAG_00738_c	KFRAG_00738_c.fq.gz	NaN	haploid	C91_640	PL4
MM559	KFRAG_00739	KFRAG_00739.fq.gz	NaN	haploid	C91_640	PL4
MM559	KFRAG_00739_b	KFRAG_00739_b.fq.gz	NaN	haploid	C91_640	PL4
MM559	KFRAG_00739_c	KFRAG_00739_c.fq.gz	NaN	haploid	C91_640	PL4
MM560	KFRAG_00740	KFRAG_00740.fq.gz	NaN	haploid	C91_640	PL4
MM560	KFRAG_00740_b	KFRAG_00740_b.fq.gz	NaN	haploid	C91_640	PL4
MM560	KFRAG_00740_c	KFRAG_00740_c.fq.gz	NaN	haploid	C91_640	PL4
MM561	KFRAG_00741	KFRAG_00741.fq.gz	NaN	haploid	C91_640	PL4
MM561	KFRAG_00741_b	KFRAG_00741_b.fq.gz	NaN	haploid	C91_640	PL4
MM561	KFRAG_00741_c	KFRAG_00741_c.fq.gz	NaN	haploid	C91_640	PL4
MM562	KFRAG_00742	KFRAG_00742.fq.gz	NaN	haploid	C91_640	PL4
MM562	KFRAG_00742_b	KFRAG_00742_b.fq.gz	NaN	haploid	C91_640	PL4
MM562	KFRAG_00742_c	KFRAG_00742_c.fq.gz	NaN	haploid	C91_640	PL4
MM563	KFRAG_00743	KFRAG_00743.fq.gz	NaN	haploid	C91_640	PL4
MM563	KFRAG_00743_b	KFRAG_00743_b.fq.gz	NaN	haploid	C91_640	PL4
MM563	KFRAG_00743_c	KFRAG_00743_c.fq.gz	NaN	haploid	C91_640	PL4
MM564	KFRAG_00744	KFRAG_00744.fq.gz	NaN	haploid	C91_640	PL4
MM564	KFRAG_00744_b	KFRAG_00744_b.fq.gz	NaN	haploid	C91_640	PL4
MM564	KFRAG_00744_c	KFRAG_00744_c.fq.gz	NaN	haploid	C91_640	PL4
MM565	KFRAG_00745	KFRAG_00745.fq.gz	NaN	haploid	C91_640	PL4
MM565	KFRAG_00745_b	KFRAG_00745_b.fq.gz	NaN	haploid	C91_640	PL4
MM565	KFRAG_00745_c	KFRAG_00745_c.fq.gz	NaN	haploid	C91_640	PL4
MM566	KFRAG_00746	KFRAG_00746.fq.gz	NaN	haploid	C91_640	PL4
MM566	KFRAG_00746_b	KFRAG_00746_b.fq.gz	NaN	haploid	C91_640	PL4
MM566	KFRAG_00746_c	KFRAG_00746_c.fq.gz	NaN	haploid	C91_640	PL4
MM567	KFRAG_00747	KFRAG_00747.fq.gz	NaN	haploid	C91_640	PL4
MM567	KFRAG_00747_b	KFRAG_00747_b.fq.gz	NaN	haploid	C91_640	PL4
MM567	KFRAG_00747_c	KFRAG_00747_c.fq.gz	NaN	haploid	C91_640	PL4
MM568	KFRAG_00748	KFRAG_00748.fq.gz	NaN	haploid	C91_640	PL4
MM568	KFRAG_00748_b	KFRAG_00748_b.fq.gz	NaN	haploid	C91_640	PL4
MM568	KFRAG_00748_c	KFRAG_00748_c.fq.gz	NaN	haploid	C91_640	PL4
MM569	KFRAG_00749	KFRAG_00749.fq.gz	NaN	haploid	C91_640	PL4
MM569	KFRAG_00749_b	KFRAG_00749_b.fq.gz	NaN	haploid	C91_640	PL4
MM569	KFRAG_00749_c	KFRAG_00749_c.fq.gz	NaN	haploid	C91_640	PL4
MM570	KFRAG_00750	KFRAG_00750.fq.gz	NaN	haploid	C91_640	PL4
MM570	KFRAG_00750_b	KFRAG_00750_b.fq.gz	NaN	haploid	C91_640	PL4
MM570	KFRAG_00750_c	KFRAG_00750_c.fq.gz	NaN	haploid	C91_640	PL4
MM571	KFRAG_00751	KFRAG_00751.fq.gz	NaN	haploid	C91_640	PL4
MM571	KFRAG_00751_b	KFRAG_00751_b.fq.gz	NaN	haploid	C91_640	PL4
MM571	KFRAG_00751_c	KFRAG_00751_c.fq.gz	NaN	haploid	C91_640	PL4
MM572	KFRAG_00752	KFRAG_00752.fq.gz	NaN	haploid	C91_640	PL4
MM572	KFRAG_00752_b	KFRAG_00752_b.fq.gz	NaN	haploid	C91_640	PL4
MM572	KFRAG_00752_c	KFRAG_00752_c.fq.gz	NaN	haploid	C91_640	PL4
MM573	KFRAG_00753	KFRAG_00753.fq.gz	NaN	haploid	C91_640	PL4
MM573	KFRAG_00753_b	KFRAG_00753_b.fq.gz	NaN	haploid	C91_640	PL4
MM573	KFRAG_00753_c	KFRAG_00753_c.fq.gz	NaN	haploid	C91_640	PL4
MM574	KFRAG_00754	KFRAG_00754.fq.gz	NaN	haploid	C91_640	PL4
MM574	KFRAG_00754_b	KFRAG_00754_b.fq.gz	NaN	haploid	C91_640	PL4
MM574	KFRAG_00754_c	KFRAG_00754_c.fq.gz	NaN	haploid	C91_640	PL4
MM575	KFRAG_00755	KFRAG_00755.fq.gz	NaN	haploid	C91_640	PL4
MM575	KFRAG_00755_b	KFRAG_00755_b.fq.gz	NaN	haploid	C91_640	PL4
MM575	KFRAG_00755_c	KFRAG_00755_c.fq.gz	NaN	haploid	C91_640	PL4
MM576	KFRAG_00756	KFRAG_00756.fq.gz	NaN	haploid	C91_640	PL4
MM576	KFRAG_00756_b	KFRAG_00756_b.fq.gz	NaN	haploid	C91_640	PL4
MM576	KFRAG_00756_c	KFRAG_00756_c.fq.gz	NaN	haploid	C91_640	PL4
MM577	KFRAG_00757	KFRAG_00757.fq.gz	NaN	haploid	C93_154	PL4
MM577	KFRAG_00757_b	KFRAG_00757_b.fq.gz	NaN	haploid	C93_154	PL4
MM577	KFRAG_00757_c	KFRAG_00757_c.fq.gz	NaN	haploid	C93_154	PL4
MM578	KFRAG_00758	KFRAG_00758.fq.gz	NaN	haploid	C01_020	PL4
MM578	KFRAG_00758_b	KFRAG_00758_b.fq.gz	NaN	haploid	C01_020	PL4
MM578	KFRAG_00758_c	KFRAG_00758_c.fq.gz	NaN	haploid	C01_020	PL4
MM579	KFRAG_00759	KFRAG_00759.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM579	KFRAG_00759_b	KFRAG_00759_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM579	KFRAG_00759_c	KFRAG_00759_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM580	KFRAG_00760	KFRAG_00760.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM580	KFRAG_00760_b	KFRAG_00760_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM580	KFRAG_00760_c	KFRAG_00760_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM581	KFRAG_00761	KFRAG_00761.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM581	KFRAG_00761_b	KFRAG_00761_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM581	KFRAG_00761_c	KFRAG_00761_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM582	KFRAG_00762	KFRAG_00762.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM582	KFRAG_00762_b	KFRAG_00762_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM582	KFRAG_00762_c	KFRAG_00762_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM583	KFRAG_00763	KFRAG_00763.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM583	KFRAG_00763_b	KFRAG_00763_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM583	KFRAG_00763_c	KFRAG_00763_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM584	KFRAG_00764	KFRAG_00764.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM584	KFRAG_00764_b	KFRAG_00764_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM584	KFRAG_00764_c	KFRAG_00764_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM585	KFRAG_00765	KFRAG_00765.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM585	KFRAG_00765_b	KFRAG_00765_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM585	KFRAG_00765_c	KFRAG_00765_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM586	KFRAG_00766	KFRAG_00766.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM586	KFRAG_00766_b	KFRAG_00766_b.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM586	KFRAG_00766_c	KFRAG_00766_c.fq.gz	NaN	haploid	LRY_21_25	IVP101
MM587	KFRAG_00767	KFRAG_00767.fq.gz	NaN	haploid	C93_154	IVP101
MM587	KFRAG_00767_b	KFRAG_00767_b.fq.gz	NaN	haploid	C93_154	IVP101
MM587	KFRAG_00767_c	KFRAG_00767_c.fq.gz	NaN	haploid	C93_154	IVP101
MM588	KFRAG_00768	KFRAG_00768.fq.gz	NaN	haploid	C93_154	IVP101
MM588	KFRAG_00768_b	KFRAG_00768_b.fq.gz	NaN	haploid	C93_154	IVP101
MM588	KFRAG_00768_c	KFRAG_00768_c.fq.gz	NaN	haploid	C93_154	IVP101
MM589	KFRAG_00769	KFRAG_00769.fq.gz	NaN	haploid	C93_154	IVP101
MM589	KFRAG_00769_b	KFRAG_00769_b.fq.gz	NaN	haploid	C93_154	IVP101
MM589	KFRAG_00769_c	KFRAG_00769_c.fq.gz	NaN	haploid	C93_154	IVP101
MM590	KFRAG_00770	KFRAG_00770.fq.gz	NaN	haploid	C93_154	IVP101
MM590	KFRAG_00770_b	KFRAG_00770_b.fq.gz	NaN	haploid	C93_154	IVP101
MM590	KFRAG_00770_c	KFRAG_00770_c.fq.gz	NaN	haploid	C93_154	IVP101
MM591	KFRAG_00771	KFRAG_00771.fq.gz	NaN	haploid	C93_154	IVP101
MM591	KFRAG_00771_b	KFRAG_00771_b.fq.gz	NaN	haploid	C93_154	IVP101
MM591	KFRAG_00771_c	KFRAG_00771_c.fq.gz	NaN	haploid	C93_154	IVP101
MM592	KFRAG_00772	KFRAG_00772.fq.gz	NaN	haploid	C93_154	IVP101
MM592	KFRAG_00772_b	KFRAG_00772_b.fq.gz	NaN	haploid	C93_154	IVP101
MM592	KFRAG_00772_c	KFRAG_00772_c.fq.gz	NaN	haploid	C93_154	IVP101
MM593	KFRAG_00773	KFRAG_00773.fq.gz	NaN	haploid	C93_154	IVP101
MM593	KFRAG_00773_b	KFRAG_00773_b.fq.gz	NaN	haploid	C93_154	IVP101
MM593	KFRAG_00773_c	KFRAG_00773_c.fq.gz	NaN	haploid	C93_154	IVP101
MM594	KFRAG_00774	KFRAG_00774.fq.gz	NaN	haploid	C93_154	IVP101
MM594	KFRAG_00774_b	KFRAG_00774_b.fq.gz	NaN	haploid	C93_154	IVP101
MM594	KFRAG_00774_c	KFRAG_00774_c.fq.gz	NaN	haploid	C93_154	IVP101
MM595	KFRAG_00775	KFRAG_00775.fq.gz	NaN	haploid	C93_154	IVP101
MM595	KFRAG_00775_b	KFRAG_00775_b.fq.gz	NaN	haploid	C93_154	IVP101
MM595	KFRAG_00775_c	KFRAG_00775_c.fq.gz	NaN	haploid	C93_154	IVP101
MM596	KFRAG_00776	KFRAG_00776.fq.gz	NaN	haploid	C93_154	IVP101
MM596	KFRAG_00776_b	KFRAG_00776_b.fq.gz	NaN	haploid	C93_154	IVP101
MM596	KFRAG_00776_c	KFRAG_00776_c.fq.gz	NaN	haploid	C93_154	IVP101
MM597	KFRAG_00777	KFRAG_00777.fq.gz	NaN	haploid	C93_154	IVP101
MM597	KFRAG_00777_b	KFRAG_00777_b.fq.gz	NaN	haploid	C93_154	IVP101
MM597	KFRAG_00777_c	KFRAG_00777_c.fq.gz	NaN	haploid	C93_154	IVP101
MM598	KFRAG_00778	KFRAG_00778.fq.gz	NaN	haploid	C93_154	IVP101
MM598	KFRAG_00778_b	KFRAG_00778_b.fq.gz	NaN	haploid	C93_154	IVP101
MM598	KFRAG_00778_c	KFRAG_00778_c.fq.gz	NaN	haploid	C93_154	IVP101
MM599	KFRAG_00779	KFRAG_00779.fq.gz	NaN	haploid	C93_154	IVP101
MM599	KFRAG_00779_b	KFRAG_00779_b.fq.gz	NaN	haploid	C93_154	IVP101
MM599	KFRAG_00779_c	KFRAG_00779_c.fq.gz	NaN	haploid	C93_154	IVP101
MM600	KFRAG_00780	KFRAG_00780.fq.gz	NaN	haploid	C93_154	IVP101
MM600	KFRAG_00780_b	KFRAG_00780_b.fq.gz	NaN	haploid	C93_154	IVP101
MM600	KFRAG_00780_c	KFRAG_00780_c.fq.gz	NaN	haploid	C93_154	IVP101
MM601	KFRAG_00781	KFRAG_00781.fq.gz	NaN	haploid	C93_154	IVP101
MM601	KFRAG_00781_b	KFRAG_00781_b.fq.gz	NaN	haploid	C93_154	IVP101
MM601	KFRAG_00781_c	KFRAG_00781_c.fq.gz	NaN	haploid	C93_154	IVP101
MM602	KFRAG_00782	KFRAG_00782.fq.gz	NaN	haploid	C93_154	IVP101
MM602	KFRAG_00782_b	KFRAG_00782_b.fq.gz	NaN	haploid	C93_154	IVP101
MM602	KFRAG_00782_c	KFRAG_00782_c.fq.gz	NaN	haploid	C93_154	IVP101
MM603	KFRAG_00783	KFRAG_00783.fq.gz	NaN	haploid	C93_154	IVP101
MM603	KFRAG_00783_b	KFRAG_00783_b.fq.gz	NaN	haploid	C93_154	IVP101
MM603	KFRAG_00783_c	KFRAG_00783_c.fq.gz	NaN	haploid	C93_154	IVP101
MM604	KFRAG_00784	KFRAG_00784.fq.gz	NaN	haploid	C93_154	IVP101
MM604	KFRAG_00784_b	KFRAG_00784_b.fq.gz	NaN	haploid	C93_154	IVP101
MM604	KFRAG_00784_c	KFRAG_00784_c.fq.gz	NaN	haploid	C93_154	IVP101
MM605	KFRAG_00785	KFRAG_00785.fq.gz	NaN	haploid	C93_154	IVP101
MM605	KFRAG_00785_b	KFRAG_00785_b.fq.gz	NaN	haploid	C93_154	IVP101
MM605	KFRAG_00785_c	KFRAG_00785_c.fq.gz	NaN	haploid	C93_154	IVP101
MM606	KFRAG_00786	KFRAG_00786.fq.gz	NaN	haploid	C93_154	IVP101
MM606	KFRAG_00786_b	KFRAG_00786_b.fq.gz	NaN	haploid	C93_154	IVP101
MM606	KFRAG_00786_c	KFRAG_00786_c.fq.gz	NaN	haploid	C93_154	IVP101
MM607	KFRAG_00787	KFRAG_00787.fq.gz	NaN	haploid	C93_154	IVP101
MM607	KFRAG_00787_b	KFRAG_00787_b.fq.gz	NaN	haploid	C93_154	IVP101
MM607	KFRAG_00787_c	KFRAG_00787_c.fq.gz	NaN	haploid	C93_154	IVP101
MM608	KFRAG_00788	KFRAG_00788.fq.gz	NaN	haploid	C93_154	IVP101
MM608	KFRAG_00788_b	KFRAG_00788_b.fq.gz	NaN	haploid	C93_154	IVP101
MM608	KFRAG_00788_c	KFRAG_00788_c.fq.gz	NaN	haploid	C93_154	IVP101
MM609	KFRAG_00789	KFRAG_00789.fq.gz	NaN	haploid	C93_154	IVP101
MM609	KFRAG_00789_b	KFRAG_00789_b.fq.gz	NaN	haploid	C93_154	IVP101
MM609	KFRAG_00789_c	KFRAG_00789_c.fq.gz	NaN	haploid	C93_154	IVP101
MM610	KFRAG_00790	KFRAG_00790.fq.gz	NaN	haploid	C93_154	IVP101
MM610	KFRAG_00790_b	KFRAG_00790_b.fq.gz	NaN	haploid	C93_154	IVP101
MM610	KFRAG_00790_c	KFRAG_00790_c.fq.gz	NaN	haploid	C93_154	IVP101
MM611	KFRAG_00791	KFRAG_00791.fq.gz	NaN	haploid	LR93_073	IVP101
MM611	KFRAG_00791_b	KFRAG_00791_b.fq.gz	NaN	haploid	LR93_073	IVP101
MM611	KFRAG_00791_c	KFRAG_00791_c.fq.gz	NaN	haploid	LR93_073	IVP101
MM612	KFRAG_00792	KFRAG_00792.fq.gz	NaN	haploid	LR93_073	IVP101
MM612	KFRAG_00792_b	KFRAG_00792_b.fq.gz	NaN	haploid	LR93_073	IVP101
MM612	KFRAG_00792_c	KFRAG_00792_c.fq.gz	NaN	haploid	LR93_073	IVP101
MM613	KFRAG_00793	KFRAG_00793.fq.gz	NaN	haploid	LR93_073	IVP101
MM613	KFRAG_00793_b	KFRAG_00793_b.fq.gz	NaN	haploid	LR93_073	IVP101
MM613	KFRAG_00793_c	KFRAG_00793_c.fq.gz	NaN	haploid	LR93_073	IVP101
MM614	KFRAG_00794	KFRAG_00794.fq.gz	NaN	haploid	LR93_073	IVP101
MM614	KFRAG_00794_b	KFRAG_00794_b.fq.gz	NaN	haploid	LR93_073	IVP101
MM614	KFRAG_00794_c	KFRAG_00794_c.fq.gz	NaN	haploid	LR93_073	IVP101
MM615	KFRAG_00795	KFRAG_00795.fq.gz	NaN	haploid	LR93_073	IVP101
MM615	KFRAG_00795_b	KFRAG_00795_b.fq.gz	NaN	haploid	LR93_073	IVP101
MM615	KFRAG_00795_c	KFRAG_00795_c.fq.gz	NaN	haploid	LR93_073	IVP101
MM616	KFRAG_00796	KFRAG_00796.fq.gz	NaN	haploid	LR93_073	IVP101
MM616	KFRAG_00796_b	KFRAG_00796_b.fq.gz	NaN	haploid	LR93_073	IVP101
MM616	KFRAG_00796_c	KFRAG_00796_c.fq.gz	NaN	haploid	LR93_073	IVP101
MM617	KFRAG_00797	KFRAG_00797.fq.gz	NaN	haploid	LR93_073	IVP101
MM617	KFRAG_00797_b	KFRAG_00797_b.fq.gz	NaN	haploid	LR93_073	IVP101
MM617	KFRAG_00797_c	KFRAG_00797_c.fq.gz	NaN	haploid	LR93_073	IVP101
MM618	KFRAG_00798	KFRAG_00798.fq.gz	NaN	haploid	WA_104	IVP101
MM618	KFRAG_00798_b	KFRAG_00798_b.fq.gz	NaN	haploid	WA_104	IVP101
MM618	KFRAG_00798_c	KFRAG_00798_c.fq.gz	NaN	haploid	WA_104	IVP101
MM619	KFRAG_00799	KFRAG_00799.fq.gz	NaN	haploid	WA_077	IVP101
MM619	KFRAG_00799_b	KFRAG_00799_b.fq.gz	NaN	haploid	WA_077	IVP101
MM619	KFRAG_00799_c	KFRAG_00799_c.fq.gz	NaN	haploid	WA_077	IVP101
MM620	KFRAG_00800	KFRAG_00800.fq.gz	NaN	haploid	WA_077	IVP101
MM620	KFRAG_00800_b	KFRAG_00800_b.fq.gz	NaN	haploid	WA_077	IVP101
MM620	KFRAG_00800_c	KFRAG_00800_c.fq.gz	NaN	haploid	WA_077	IVP101
MM621	KFRAG_00801	KFRAG_00801.fq.gz	NaN	haploid	WA_077	IVP101
MM621	KFRAG_00801_b	KFRAG_00801_b.fq.gz	NaN	haploid	WA_077	IVP101
MM621	KFRAG_00801_c	KFRAG_00801_c.fq.gz	NaN	haploid	WA_077	IVP101
MM622	KFRAG_00802	KFRAG_00802.fq.gz	NaN	haploid	WA_077	IVP101
MM622	KFRAG_00802_b	KFRAG_00802_b.fq.gz	NaN	haploid	WA_077	IVP101
MM622	KFRAG_00802_c	KFRAG_00802_c.fq.gz	NaN	haploid	WA_077	IVP101
MM623	KFRAG_00803	KFRAG_00803.fq.gz	NaN	haploid	LR00_014	IVP35
MM623	KFRAG_00803_b	KFRAG_00803_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM623	KFRAG_00803_c	KFRAG_00803_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM624	KFRAG_00804	KFRAG_00804.fq.gz	NaN	haploid	LR00_014	IVP35
MM624	KFRAG_00804_b	KFRAG_00804_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM624	KFRAG_00804_c	KFRAG_00804_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM625	KFRAG_00805	KFRAG_00805.fq.gz	NaN	haploid	LR00_014	IVP35
MM625	KFRAG_00805_b	KFRAG_00805_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM625	KFRAG_00805_c	KFRAG_00805_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM626	KFRAG_00806	KFRAG_00806.fq.gz	NaN	haploid	LR00_014	IVP35
MM626	KFRAG_00806_b	KFRAG_00806_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM626	KFRAG_00806_c	KFRAG_00806_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM627	KFRAG_00807	KFRAG_00807.fq.gz	NaN	haploid	LR00_014	IVP35
MM627	KFRAG_00807_b	KFRAG_00807_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM627	KFRAG_00807_c	KFRAG_00807_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM628	KFRAG_00808	KFRAG_00808.fq.gz	NaN	haploid	LR00_014	IVP35
MM628	KFRAG_00808_b	KFRAG_00808_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM628	KFRAG_00808_c	KFRAG_00808_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM629	KFRAG_00809	KFRAG_00809.fq.gz	NaN	haploid	LR00_014	IVP35
MM629	KFRAG_00809_b	KFRAG_00809_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM629	KFRAG_00809_c	KFRAG_00809_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM630	KFRAG_00810	KFRAG_00810.fq.gz	NaN	haploid	LR00_014	IVP35
MM630	KFRAG_00810_b	KFRAG_00810_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM630	KFRAG_00810_c	KFRAG_00810_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM631	KFRAG_00811	KFRAG_00811.fq.gz	NaN	haploid	LRY_3_57	IVP35
MM631	KFRAG_00811_b	KFRAG_00811_b.fq.gz	NaN	haploid	LRY_3_57	IVP35
MM631	KFRAG_00811_c	KFRAG_00811_c.fq.gz	NaN	haploid	LRY_3_57	IVP35
MM632	KFRAG_00812	KFRAG_00812.fq.gz	NaN	haploid	Y84_027	IVP35
MM632	KFRAG_00812_b	KFRAG_00812_b.fq.gz	NaN	haploid	Y84_027	IVP35
MM632	KFRAG_00812_c	KFRAG_00812_c.fq.gz	NaN	haploid	Y84_027	IVP35
MM633	KFRAG_00813	KFRAG_00813.fq.gz	NaN	haploid	93_003	IVP35
MM633	KFRAG_00813_b	KFRAG_00813_b.fq.gz	NaN	haploid	93_003	IVP35
