sample	unit	fq1	fq2	parhap	mother	inducer
MM721	KFRAG_00901_c	KFRAG_00901_c.fq.gz	NaN	haploid	C93_154	IVP35
MM722	KFRAG_00902	KFRAG_00902.fq.gz	NaN	haploid	C93_154	IVP35
MM722	KFRAG_00902_b	KFRAG_00902_b.fq.gz	NaN	haploid	C93_154	IVP35
MM722	KFRAG_00902_c	KFRAG_00902_c.fq.gz	NaN	haploid	C93_154	IVP35
MM723	KFRAG_00903	KFRAG_00903.fq.gz	NaN	haploid	C93_154	IVP35
MM723	KFRAG_00903_b	KFRAG_00903_b.fq.gz	NaN	haploid	C93_154	IVP35
MM723	KFRAG_00903_c	KFRAG_00903_c.fq.gz	NaN	haploid	C93_154	IVP35
MM724	KFRAG_00904	KFRAG_00904.fq.gz	NaN	haploid	C93_154	IVP35
MM724	KFRAG_00904_b	KFRAG_00904_b.fq.gz	NaN	haploid	C93_154	IVP35
MM724	KFRAG_00904_c	KFRAG_00904_c.fq.gz	NaN	haploid	C93_154	IVP35
MM725	KFRAG_00905	KFRAG_00905.fq.gz	NaN	haploid	C93_154	IVP35
MM725	KFRAG_00905_b	KFRAG_00905_b.fq.gz	NaN	haploid	C93_154	IVP35
MM725	KFRAG_00905_c	KFRAG_00905_c.fq.gz	NaN	haploid	C93_154	IVP35
MM726	KFRAG_00906	KFRAG_00906.fq.gz	NaN	haploid	C93_154	IVP35
MM726	KFRAG_00906_b	KFRAG_00906_b.fq.gz	NaN	haploid	C93_154	IVP35
MM726	KFRAG_00906_c	KFRAG_00906_c.fq.gz	NaN	haploid	C93_154	IVP35
MM727	KFRAG_00907	KFRAG_00907.fq.gz	NaN	haploid	C93_154	IVP35
MM727	KFRAG_00907_b	KFRAG_00907_b.fq.gz	NaN	haploid	C93_154	IVP35
MM727	KFRAG_00907_c	KFRAG_00907_c.fq.gz	NaN	haploid	C93_154	IVP35
MM728	KFRAG_00908	KFRAG_00908.fq.gz	NaN	haploid	C93_154	IVP35
MM728	KFRAG_00908_b	KFRAG_00908_b.fq.gz	NaN	haploid	C93_154	IVP35
MM728	KFRAG_00908_c	KFRAG_00908_c.fq.gz	NaN	haploid	C93_154	IVP35
MM729	KFRAG_00909	KFRAG_00909.fq.gz	NaN	haploid	C93_154	IVP35
MM729	KFRAG_00909_b	KFRAG_00909_b.fq.gz	NaN	haploid	C93_154	IVP35
MM729	KFRAG_00909_c	KFRAG_00909_c.fq.gz	NaN	haploid	C93_154	IVP35
MM730	KFRAG_00910	KFRAG_00910.fq.gz	NaN	haploid	C93_154	IVP35
MM730	KFRAG_00910_b	KFRAG_00910_b.fq.gz	NaN	haploid	C93_154	IVP35
MM730	KFRAG_00910_c	KFRAG_00910_c.fq.gz	NaN	haploid	C93_154	IVP35
MM731	KFRAG_00911	KFRAG_00911.fq.gz	NaN	haploid	C93_154	IVP35
MM731	KFRAG_00911_b	KFRAG_00911_b.fq.gz	NaN	haploid	C93_154	IVP35
MM731	KFRAG_00911_c	KFRAG_00911_c.fq.gz	NaN	haploid	C93_154	IVP35
MM732	KFRAG_00912	KFRAG_00912.fq.gz	NaN	haploid	C93_154	IVP35
MM732	KFRAG_00912_b	KFRAG_00912_b.fq.gz	NaN	haploid	C93_154	IVP35
MM732	KFRAG_00912_c	KFRAG_00912_c.fq.gz	NaN	haploid	C93_154	IVP35
MM733	KFRAG_00913	KFRAG_00913.fq.gz	NaN	haploid	C93_154	IVP35
MM733	KFRAG_00913_b	KFRAG_00913_b.fq.gz	NaN	haploid	C93_154	IVP35
MM733	KFRAG_00913_c	KFRAG_00913_c.fq.gz	NaN	haploid	C93_154	IVP35
MM734	KFRAG_00914	KFRAG_00914.fq.gz	NaN	haploid	C93_154	IVP35
MM734	KFRAG_00914_b	KFRAG_00914_b.fq.gz	NaN	haploid	C93_154	IVP35
MM734	KFRAG_00914_c	KFRAG_00914_c.fq.gz	NaN	haploid	C93_154	IVP35
MM735	KFRAG_00915	KFRAG_00915.fq.gz	NaN	haploid	C93_154	IVP35
MM735	KFRAG_00915_b	KFRAG_00915_b.fq.gz	NaN	haploid	C93_154	IVP35
MM735	KFRAG_00915_c	KFRAG_00915_c.fq.gz	NaN	haploid	C93_154	IVP35
MM736	KFRAG_00916	KFRAG_00916.fq.gz	NaN	haploid	C93_154	IVP35
MM736	KFRAG_00916_b	KFRAG_00916_b.fq.gz	NaN	haploid	C93_154	IVP35
MM736	KFRAG_00916_c	KFRAG_00916_c.fq.gz	NaN	haploid	C93_154	IVP35
MM737	KFRAG_00917	KFRAG_00917.fq.gz	NaN	haploid	C93_154	IVP35
MM737	KFRAG_00917_b	KFRAG_00917_b.fq.gz	NaN	haploid	C93_154	IVP35
MM737	KFRAG_00917_c	KFRAG_00917_c.fq.gz	NaN	haploid	C93_154	IVP35
MM738	KFRAG_00918	KFRAG_00918.fq.gz	NaN	haploid	C93_154	IVP35
MM738	KFRAG_00918_b	KFRAG_00918_b.fq.gz	NaN	haploid	C93_154	IVP35
MM738	KFRAG_00918_c	KFRAG_00918_c.fq.gz	NaN	haploid	C93_154	IVP35
MM739	KFRAG_00919	KFRAG_00919.fq.gz	NaN	haploid	C93_154	IVP35
MM739	KFRAG_00919_b	KFRAG_00919_b.fq.gz	NaN	haploid	C93_154	IVP35
MM739	KFRAG_00919_c	KFRAG_00919_c.fq.gz	NaN	haploid	C93_154	IVP35
MM740	KFRAG_00920	KFRAG_00920.fq.gz	NaN	haploid	C93_154	IVP35
MM740	KFRAG_00920_b	KFRAG_00920_b.fq.gz	NaN	haploid	C93_154	IVP35
MM740	KFRAG_00920_c	KFRAG_00920_c.fq.gz	NaN	haploid	C93_154	IVP35
MM741	KFRAG_00921	KFRAG_00921.fq.gz	NaN	haploid	C93_154	IVP35
MM741	KFRAG_00921_b	KFRAG_00921_b.fq.gz	NaN	haploid	C93_154	IVP35
MM741	KFRAG_00921_c	KFRAG_00921_c.fq.gz	NaN	haploid	C93_154	IVP35
MM742	KFRAG_00922	KFRAG_00922.fq.gz	NaN	haploid	C93_154	IVP35
MM742	KFRAG_00922_b	KFRAG_00922_b.fq.gz	NaN	haploid	C93_154	IVP35
MM742	KFRAG_00922_c	KFRAG_00922_c.fq.gz	NaN	haploid	C93_154	IVP35
MM743	KFRAG_00923	KFRAG_00923.fq.gz	NaN	haploid	C93_154	IVP35
MM743	KFRAG_00923_b	KFRAG_00923_b.fq.gz	NaN	haploid	C93_154	IVP35
MM743	KFRAG_00923_c	KFRAG_00923_c.fq.gz	NaN	haploid	C93_154	IVP35
MM744	KFRAG_00924	KFRAG_00924.fq.gz	NaN	haploid	C93_154	IVP35
MM744	KFRAG_00924_b	KFRAG_00924_b.fq.gz	NaN	haploid	C93_154	IVP35
MM744	KFRAG_00924_c	KFRAG_00924_c.fq.gz	NaN	haploid	C93_154	IVP35
MM745	KFRAG_00925	KFRAG_00925.fq.gz	NaN	haploid	C93_154	IVP35
MM745	KFRAG_00925_b	KFRAG_00925_b.fq.gz	NaN	haploid	C93_154	IVP35
MM745	KFRAG_00925_c	KFRAG_00925_c.fq.gz	NaN	haploid	C93_154	IVP35
MM746	KFRAG_00926	KFRAG_00926.fq.gz	NaN	haploid	C93_154	IVP35
MM746	KFRAG_00926_b	KFRAG_00926_b.fq.gz	NaN	haploid	C93_154	IVP35
MM746	KFRAG_00926_c	KFRAG_00926_c.fq.gz	NaN	haploid	C93_154	IVP35
MM747	KFRAG_00927	KFRAG_00927.fq.gz	NaN	haploid	C93_154	IVP35
MM747	KFRAG_00927_b	KFRAG_00927_b.fq.gz	NaN	haploid	C93_154	IVP35
MM747	KFRAG_00927_c	KFRAG_00927_c.fq.gz	NaN	haploid	C93_154	IVP35
MM748	KFRAG_00928	KFRAG_00928.fq.gz	NaN	haploid	C93_154	IVP35
MM748	KFRAG_00928_b	KFRAG_00928_b.fq.gz	NaN	haploid	C93_154	IVP35
MM748	KFRAG_00928_c	KFRAG_00928_c.fq.gz	NaN	haploid	C93_154	IVP35
MM749	KFRAG_00929	KFRAG_00929.fq.gz	NaN	haploid	C93_154	IVP35
MM749	KFRAG_00929_b	KFRAG_00929_b.fq.gz	NaN	haploid	C93_154	IVP35
MM749	KFRAG_00929_c	KFRAG_00929_c.fq.gz	NaN	haploid	C93_154	IVP35
MM750	KFRAG_00930	KFRAG_00930.fq.gz	NaN	haploid	C93_154	IVP35
MM750	KFRAG_00930_b	KFRAG_00930_b.fq.gz	NaN	haploid	C93_154	IVP35
MM750	KFRAG_00930_c	KFRAG_00930_c.fq.gz	NaN	haploid	C93_154	IVP35
MM751	KFRAG_00931	KFRAG_00931.fq.gz	NaN	haploid	C93_154	IVP35
MM751	KFRAG_00931_b	KFRAG_00931_b.fq.gz	NaN	haploid	C93_154	IVP35
MM751	KFRAG_00931_c	KFRAG_00931_c.fq.gz	NaN	haploid	C93_154	IVP35
MM752	KFRAG_00932	KFRAG_00932.fq.gz	NaN	haploid	C93_154	IVP35
MM752	KFRAG_00932_b	KFRAG_00932_b.fq.gz	NaN	haploid	C93_154	IVP35
MM752	KFRAG_00932_c	KFRAG_00932_c.fq.gz	NaN	haploid	C93_154	IVP35
MM753	KFRAG_00933	KFRAG_00933.fq.gz	NaN	haploid	C93_154	IVP35
MM753	KFRAG_00933_b	KFRAG_00933_b.fq.gz	NaN	haploid	C93_154	IVP35
MM753	KFRAG_00933_c	KFRAG_00933_c.fq.gz	NaN	haploid	C93_154	IVP35
MM754	KFRAG_00934	KFRAG_00934.fq.gz	NaN	haploid	C93_154	IVP35
MM754	KFRAG_00934_b	KFRAG_00934_b.fq.gz	NaN	haploid	C93_154	IVP35
MM754	KFRAG_00934_c	KFRAG_00934_c.fq.gz	NaN	haploid	C93_154	IVP35
MM755	KFRAG_00935	KFRAG_00935.fq.gz	NaN	haploid	C93_154	IVP35
MM755	KFRAG_00935_b	KFRAG_00935_b.fq.gz	NaN	haploid	C93_154	IVP35
MM755	KFRAG_00935_c	KFRAG_00935_c.fq.gz	NaN	haploid	C93_154	IVP35
MM756	KFRAG_00936	KFRAG_00936.fq.gz	NaN	haploid	C93_154	IVP35
MM756	KFRAG_00936_b	KFRAG_00936_b.fq.gz	NaN	haploid	C93_154	IVP35
MM756	KFRAG_00936_c	KFRAG_00936_c.fq.gz	NaN	haploid	C93_154	IVP35
MM757	KFRAG_00937	KFRAG_00937.fq.gz	NaN	haploid	C93_154	IVP35
MM757	KFRAG_00937_b	KFRAG_00937_b.fq.gz	NaN	haploid	C93_154	IVP35
MM757	KFRAG_00937_c	KFRAG_00937_c.fq.gz	NaN	haploid	C93_154	IVP35
MM758	KFRAG_00938	KFRAG_00938.fq.gz	NaN	haploid	C93_154	IVP35
MM758	KFRAG_00938_b	KFRAG_00938_b.fq.gz	NaN	haploid	C93_154	IVP35
MM758	KFRAG_00938_c	KFRAG_00938_c.fq.gz	NaN	haploid	C93_154	IVP35
MM759	KFRAG_00939	KFRAG_00939.fq.gz	NaN	haploid	C93_154	IVP35
MM759	KFRAG_00939_b	KFRAG_00939_b.fq.gz	NaN	haploid	C93_154	IVP35
MM759	KFRAG_00939_c	KFRAG_00939_c.fq.gz	NaN	haploid	C93_154	IVP35
MM760	KFRAG_00940	KFRAG_00940.fq.gz	NaN	haploid	C93_154	IVP35
MM760	KFRAG_00940_b	KFRAG_00940_b.fq.gz	NaN	haploid	C93_154	IVP35
MM760	KFRAG_00940_c	KFRAG_00940_c.fq.gz	NaN	haploid	C93_154	IVP35
MM761	KFRAG_00941	KFRAG_00941.fq.gz	NaN	haploid	C93_154	IVP35
MM761	KFRAG_00941_b	KFRAG_00941_b.fq.gz	NaN	haploid	C93_154	IVP35
MM761	KFRAG_00941_c	KFRAG_00941_c.fq.gz	NaN	haploid	C93_154	IVP35
MM762	KFRAG_00942	KFRAG_00942.fq.gz	NaN	haploid	C93_154	IVP35
MM762	KFRAG_00942_b	KFRAG_00942_b.fq.gz	NaN	haploid	C93_154	IVP35
MM762	KFRAG_00942_c	KFRAG_00942_c.fq.gz	NaN	haploid	C93_154	IVP35
MM763	KFRAG_00943	KFRAG_00943.fq.gz	NaN	haploid	C93_154	IVP35
MM763	KFRAG_00943_b	KFRAG_00943_b.fq.gz	NaN	haploid	C93_154	IVP35
MM763	KFRAG_00943_c	KFRAG_00943_c.fq.gz	NaN	haploid	C93_154	IVP35
MM764	KFRAG_00944	KFRAG_00944.fq.gz	NaN	haploid	C93_154	IVP35
MM764	KFRAG_00944_b	KFRAG_00944_b.fq.gz	NaN	haploid	C93_154	IVP35
MM764	KFRAG_00944_c	KFRAG_00944_c.fq.gz	NaN	haploid	C93_154	IVP35
MM765	KFRAG_00945	KFRAG_00945.fq.gz	NaN	haploid	C93_154	IVP35
MM765	KFRAG_00945_b	KFRAG_00945_b.fq.gz	NaN	haploid	C93_154	IVP35
MM765	KFRAG_00945_c	KFRAG_00945_c.fq.gz	NaN	haploid	C93_154	IVP35
MM766	KFRAG_00946	KFRAG_00946.fq.gz	NaN	haploid	C93_154	IVP35
MM766	KFRAG_00946_b	KFRAG_00946_b.fq.gz	NaN	haploid	C93_154	IVP35
MM766	KFRAG_00946_c	KFRAG_00946_c.fq.gz	NaN	haploid	C93_154	IVP35
MM767	KFRAG_00947	KFRAG_00947.fq.gz	NaN	haploid	C93_154	IVP35
MM767	KFRAG_00947_b	KFRAG_00947_b.fq.gz	NaN	haploid	C93_154	IVP35
MM767	KFRAG_00947_c	KFRAG_00947_c.fq.gz	NaN	haploid	C93_154	IVP35
MM768	KFRAG_00948	KFRAG_00948.fq.gz	NaN	haploid	C93_154	IVP35
MM768	KFRAG_00948_b	KFRAG_00948_b.fq.gz	NaN	haploid	C93_154	IVP35
MM768	KFRAG_00948_c	KFRAG_00948_c.fq.gz	NaN	haploid	C93_154	IVP35
MM769	KFRAG_00949	KFRAG_00949.fq.gz	NaN	haploid	C93_154	IVP35
MM769	KFRAG_00949_b	KFRAG_00949_b.fq.gz	NaN	haploid	C93_154	IVP35
MM769	KFRAG_00949_c	KFRAG_00949_c.fq.gz	NaN	haploid	C93_154	IVP35
MM770	KFRAG_00950	KFRAG_00950.fq.gz	NaN	haploid	C93_154	IVP35
MM770	KFRAG_00950_b	KFRAG_00950_b.fq.gz	NaN	haploid	C93_154	IVP35
MM770	KFRAG_00950_c	KFRAG_00950_c.fq.gz	NaN	haploid	C93_154	IVP35
MM771	KFRAG_00951	KFRAG_00951.fq.gz	NaN	haploid	C93_154	IVP35
MM771	KFRAG_00951_b	KFRAG_00951_b.fq.gz	NaN	haploid	C93_154	IVP35
MM771	KFRAG_00951_c	KFRAG_00951_c.fq.gz	NaN	haploid	C93_154	IVP35
MM772	KFRAG_00952	KFRAG_00952.fq.gz	NaN	haploid	C93_154	IVP35
MM772	KFRAG_00952_b	KFRAG_00952_b.fq.gz	NaN	haploid	C93_154	IVP35
MM772	KFRAG_00952_c	KFRAG_00952_c.fq.gz	NaN	haploid	C93_154	IVP35
MM773	KFRAG_00953	KFRAG_00953.fq.gz	NaN	haploid	C93_154	IVP35
MM773	KFRAG_00953_b	KFRAG_00953_b.fq.gz	NaN	haploid	C93_154	IVP35
MM773	KFRAG_00953_c	KFRAG_00953_c.fq.gz	NaN	haploid	C93_154	IVP35
MM774	KFRAG_00954	KFRAG_00954.fq.gz	NaN	haploid	C93_154	IVP35
MM774	KFRAG_00954_b	KFRAG_00954_b.fq.gz	NaN	haploid	C93_154	IVP35
MM774	KFRAG_00954_c	KFRAG_00954_c.fq.gz	NaN	haploid	C93_154	IVP35
MM775	KFRAG_00955	KFRAG_00955.fq.gz	NaN	haploid	C93_154	IVP35
MM775	KFRAG_00955_b	KFRAG_00955_b.fq.gz	NaN	haploid	C93_154	IVP35
MM775	KFRAG_00955_c	KFRAG_00955_c.fq.gz	NaN	haploid	C93_154	IVP35
MM776	KFRAG_00956	KFRAG_00956.fq.gz	NaN	haploid	C93_154	IVP35
MM776	KFRAG_00956_b	KFRAG_00956_b.fq.gz	NaN	haploid	C93_154	IVP35
MM776	KFRAG_00956_c	KFRAG_00956_c.fq.gz	NaN	haploid	C93_154	IVP35
MM777	KFRAG_00957	KFRAG_00957.fq.gz	NaN	haploid	C93_154	IVP35
MM777	KFRAG_00957_b	KFRAG_00957_b.fq.gz	NaN	haploid	C93_154	IVP35
MM777	KFRAG_00957_c	KFRAG_00957_c.fq.gz	NaN	haploid	C93_154	IVP35
MM778	KFRAG_00958	KFRAG_00958.fq.gz	NaN	haploid	C93_154	IVP35
MM778	KFRAG_00958_b	KFRAG_00958_b.fq.gz	NaN	haploid	C93_154	IVP35
MM778	KFRAG_00958_c	KFRAG_00958_c.fq.gz	NaN	haploid	C93_154	IVP35
MM779	KFRAG_00959	KFRAG_00959.fq.gz	NaN	haploid	C93_154	IVP35
MM779	KFRAG_00959_b	KFRAG_00959_b.fq.gz	NaN	haploid	C93_154	IVP35
MM779	KFRAG_00959_c	KFRAG_00959_c.fq.gz	NaN	haploid	C93_154	IVP35
MM780	KFRAG_00960	KFRAG_00960.fq.gz	NaN	haploid	WA_104	IVP35
MM780	KFRAG_00960_b	KFRAG_00960_b.fq.gz	NaN	haploid	WA_104	IVP35
MM780	KFRAG_00960_c	KFRAG_00960_c.fq.gz	NaN	haploid	WA_104	IVP35
MM781	KFRAG_00961	KFRAG_00961.fq.gz	NaN	haploid	WA_077	IVP35
MM781	KFRAG_00961_b	KFRAG_00961_b.fq.gz	NaN	haploid	WA_077	IVP35
MM781	KFRAG_00961_c	KFRAG_00961_c.fq.gz	NaN	haploid	WA_077	IVP35
MM782	KFRAG_00962	KFRAG_00962.fq.gz	NaN	haploid	WA_077	IVP35
MM782	KFRAG_00962_b	KFRAG_00962_b.fq.gz	NaN	haploid	WA_077	IVP35
MM782	KFRAG_00962_c	KFRAG_00962_c.fq.gz	NaN	haploid	WA_077	IVP35
MM783	KFRAG_00963	KFRAG_00963.fq.gz	NaN	haploid	WA_077	IVP35
MM783	KFRAG_00963_b	KFRAG_00963_b.fq.gz	NaN	haploid	WA_077	IVP35
MM783	KFRAG_00963_c	KFRAG_00963_c.fq.gz	NaN	haploid	WA_077	IVP35
MM784	KFRAG_00964	KFRAG_00964.fq.gz	NaN	haploid	WA_077	IVP35
MM784	KFRAG_00964_b	KFRAG_00964_b.fq.gz	NaN	haploid	WA_077	IVP35
MM784	KFRAG_00964_c	KFRAG_00964_c.fq.gz	NaN	haploid	WA_077	IVP35
MM785	KFRAG_00965	KFRAG_00965.fq.gz	NaN	haploid	WA_077	IVP35
MM785	KFRAG_00965_b	KFRAG_00965_b.fq.gz	NaN	haploid	WA_077	IVP35
MM785	KFRAG_00965_c	KFRAG_00965_c.fq.gz	NaN	haploid	WA_077	IVP35
MM786	KFRAG_00966	KFRAG_00966.fq.gz	NaN	haploid	WA_077	IVP35
MM786	KFRAG_00966_b	KFRAG_00966_b.fq.gz	NaN	haploid	WA_077	IVP35
MM786	KFRAG_00966_c	KFRAG_00966_c.fq.gz	NaN	haploid	WA_077	IVP35
MM787	KFRAG_00967	KFRAG_00967.fq.gz	NaN	haploid	WA_077	IVP35
MM787	KFRAG_00967_b	KFRAG_00967_b.fq.gz	NaN	haploid	WA_077	IVP35
MM787	KFRAG_00967_c	KFRAG_00967_c.fq.gz	NaN	haploid	WA_077	IVP35
MM788	KFRAG_00968	KFRAG_00968.fq.gz	NaN	haploid	WA_077	IVP35
MM788	KFRAG_00968_b	KFRAG_00968_b.fq.gz	NaN	haploid	WA_077	IVP35
MM788	KFRAG_00968_c	KFRAG_00968_c.fq.gz	NaN	haploid	WA_077	IVP35
MM789	KFRAG_00969	KFRAG_00969.fq.gz	NaN	haploid	WA_077	IVP35
MM789	KFRAG_00969_b	KFRAG_00969_b.fq.gz	NaN	haploid	WA_077	IVP35
MM789	KFRAG_00969_c	KFRAG_00969_c.fq.gz	NaN	haploid	WA_077	IVP35
MM790	KFRAG_00970	KFRAG_00970.fq.gz	NaN	haploid	WA_077	IVP35
MM790	KFRAG_00970_b	KFRAG_00970_b.fq.gz	NaN	haploid	WA_077	IVP35
MM790	KFRAG_00970_c	KFRAG_00970_c.fq.gz	NaN	haploid	WA_077	IVP35
MM791	KFRAG_00971	KFRAG_00971.fq.gz	NaN	haploid	WA_077	IVP35
MM791	KFRAG_00971_b	KFRAG_00971_b.fq.gz	NaN	haploid	WA_077	IVP35
MM791	KFRAG_00971_c	KFRAG_00971_c.fq.gz	NaN	haploid	WA_077	IVP35
MM792	KFRAG_00972	KFRAG_00972.fq.gz	NaN	haploid	WA_077	IVP35
MM792	KFRAG_00972_b	KFRAG_00972_b.fq.gz	NaN	haploid	WA_077	IVP35
MM792	KFRAG_00972_c	KFRAG_00972_c.fq.gz	NaN	haploid	WA_077	IVP35
MM793	KFRAG_00973	KFRAG_00973.fq.gz	NaN	haploid	WA_077	IVP35
MM793	KFRAG_00973_b	KFRAG_00973_b.fq.gz	NaN	haploid	WA_077	IVP35
MM793	KFRAG_00973_c	KFRAG_00973_c.fq.gz	NaN	haploid	WA_077	IVP35
MM794	KFRAG_00974	KFRAG_00974.fq.gz	NaN	haploid	WA_077	IVP35
MM794	KFRAG_00974_b	KFRAG_00974_b.fq.gz	NaN	haploid	WA_077	IVP35
MM794	KFRAG_00974_c	KFRAG_00974_c.fq.gz	NaN	haploid	WA_077	IVP35
MM795	KFRAG_00975	KFRAG_00975.fq.gz	NaN	haploid	WA_077	IVP35
MM795	KFRAG_00975_b	KFRAG_00975_b.fq.gz	NaN	haploid	WA_077	IVP35
MM795	KFRAG_00975_c	KFRAG_00975_c.fq.gz	NaN	haploid	WA_077	IVP35
MM796	KFRAG_00976	KFRAG_00976.fq.gz	NaN	haploid	WA_077	IVP35
MM796	KFRAG_00976_b	KFRAG_00976_b.fq.gz	NaN	haploid	WA_077	IVP35
MM796	KFRAG_00976_c	KFRAG_00976_c.fq.gz	NaN	haploid	WA_077	IVP35
MM797	KFRAG_00977	KFRAG_00977.fq.gz	NaN	haploid	WA_077	IVP35
MM797	KFRAG_00977_b	KFRAG_00977_b.fq.gz	NaN	haploid	WA_077	IVP35
MM797	KFRAG_00977_c	KFRAG_00977_c.fq.gz	NaN	haploid	WA_077	IVP35
MM798	KFRAG_00978	KFRAG_00978.fq.gz	NaN	haploid	WA_077	IVP35
MM798	KFRAG_00978_b	KFRAG_00978_b.fq.gz	NaN	haploid	WA_077	IVP35
MM798	KFRAG_00978_c	KFRAG_00978_c.fq.gz	NaN	haploid	WA_077	IVP35
MM799	KFRAG_00979	KFRAG_00979.fq.gz	NaN	haploid	WA_077	IVP35
MM799	KFRAG_00979_b	KFRAG_00979_b.fq.gz	NaN	haploid	WA_077	IVP35
MM799	KFRAG_00979_c	KFRAG_00979_c.fq.gz	NaN	haploid	WA_077	IVP35
MM800	KFRAG_00980	KFRAG_00980.fq.gz	NaN	haploid	WA_077	IVP35
MM800	KFRAG_00980_b	KFRAG_00980_b.fq.gz	NaN	haploid	WA_077	IVP35
MM800	KFRAG_00980_c	KFRAG_00980_c.fq.gz	NaN	haploid	WA_077	IVP35
MM801	KFRAG_00981	KFRAG_00981.fq.gz	NaN	haploid	WA_077	IVP35
MM801	KFRAG_00981_b	KFRAG_00981_b.fq.gz	NaN	haploid	WA_077	IVP35
MM801	KFRAG_00981_c	KFRAG_00981_c.fq.gz	NaN	haploid	WA_077	IVP35
MM802	KFRAG_00982	KFRAG_00982.fq.gz	NaN	haploid	WA_077	IVP35
MM802	KFRAG_00982_b	KFRAG_00982_b.fq.gz	NaN	haploid	WA_077	IVP35
MM802	KFRAG_00982_c	KFRAG_00982_c.fq.gz	NaN	haploid	WA_077	IVP35
MM803	KFRAG_00983	KFRAG_00983.fq.gz	NaN	haploid	WA_077	IVP35
MM803	KFRAG_00983_b	KFRAG_00983_b.fq.gz	NaN	haploid	WA_077	IVP35
MM803	KFRAG_00983_c	KFRAG_00983_c.fq.gz	NaN	haploid	WA_077	IVP35
MM804	KFRAG_00984	KFRAG_00984.fq.gz	NaN	haploid	WA_077	IVP35
MM804	KFRAG_00984_b	KFRAG_00984_b.fq.gz	NaN	haploid	WA_077	IVP35
MM804	KFRAG_00984_c	KFRAG_00984_c.fq.gz	NaN	haploid	WA_077	IVP35
MM805	KFRAG_00985	KFRAG_00985.fq.gz	NaN	haploid	WA_077	IVP35
MM805	KFRAG_00985_b	KFRAG_00985_b.fq.gz	NaN	haploid	WA_077	IVP35
MM805	KFRAG_00985_c	KFRAG_00985_c.fq.gz	NaN	haploid	WA_077	IVP35
MM806	KFRAG_00986	KFRAG_00986.fq.gz	NaN	haploid	WA_077	IVP35
MM806	KFRAG_00986_b	KFRAG_00986_b.fq.gz	NaN	haploid	WA_077	IVP35
MM806	KFRAG_00986_c	KFRAG_00986_c.fq.gz	NaN	haploid	WA_077	IVP35
MM807	KFRAG_00987	KFRAG_00987.fq.gz	NaN	haploid	WA_077	IVP35
MM807	KFRAG_00987_b	KFRAG_00987_b.fq.gz	NaN	haploid	WA_077	IVP35
MM807	KFRAG_00987_c	KFRAG_00987_c.fq.gz	NaN	haploid	WA_077	IVP35
MM808	KFRAG_00988	KFRAG_00988.fq.gz	NaN	haploid	WA_077	IVP35
MM808	KFRAG_00988_b	KFRAG_00988_b.fq.gz	NaN	haploid	WA_077	IVP35
MM808	KFRAG_00988_c	KFRAG_00988_c.fq.gz	NaN	haploid	WA_077	IVP35
MM809	KFRAG_00989	KFRAG_00989.fq.gz	NaN	haploid	WA_077	IVP35
MM809	KFRAG_00989_b	KFRAG_00989_b.fq.gz	NaN	haploid	WA_077	IVP35
MM809	KFRAG_00989_c	KFRAG_00989_c.fq.gz	NaN	haploid	WA_077	IVP35
MM810	KFRAG_00990	KFRAG_00990.fq.gz	NaN	haploid	WA_077	IVP35
MM810	KFRAG_00990_b	KFRAG_00990_b.fq.gz	NaN	haploid	WA_077	IVP35
MM810	KFRAG_00990_c	KFRAG_00990_c.fq.gz	NaN	haploid	WA_077	IVP35
MM811	KFRAG_00991	KFRAG_00991.fq.gz	NaN	haploid	WA_077	IVP35
MM811	KFRAG_00991_b	KFRAG_00991_b.fq.gz	NaN	haploid	WA_077	IVP35
MM811	KFRAG_00991_c	KFRAG_00991_c.fq.gz	NaN	haploid	WA_077	IVP35
MM812	KFRAG_00992	KFRAG_00992.fq.gz	NaN	haploid	WA_077	IVP35
MM812	KFRAG_00992_b	KFRAG_00992_b.fq.gz	NaN	haploid	WA_077	IVP35
MM812	KFRAG_00992_c	KFRAG_00992_c.fq.gz	NaN	haploid	WA_077	IVP35
MM813	KFRAG_00993	KFRAG_00993.fq.gz	NaN	haploid	WA_077	IVP35
MM813	KFRAG_00993_b	KFRAG_00993_b.fq.gz	NaN	haploid	WA_077	IVP35
MM813	KFRAG_00993_c	KFRAG_00993_c.fq.gz	NaN	haploid	WA_077	IVP35
MM814	KFRAG_00994	KFRAG_00994.fq.gz	NaN	haploid	WA_077	IVP35
MM814	KFRAG_00994_b	KFRAG_00994_b.fq.gz	NaN	haploid	WA_077	IVP35
MM814	KFRAG_00994_c	KFRAG_00994_c.fq.gz	NaN	haploid	WA_077	IVP35
MM815	KFRAG_00995	KFRAG_00995.fq.gz	NaN	haploid	WA_077	IVP35
MM815	KFRAG_00995_b	KFRAG_00995_b.fq.gz	NaN	haploid	WA_077	IVP35
MM815	KFRAG_00995_c	KFRAG_00995_c.fq.gz	NaN	haploid	WA_077	IVP35
MM816	KFRAG_00996	KFRAG_00996.fq.gz	NaN	haploid	WA_077	IVP35
MM816	KFRAG_00996_b	KFRAG_00996_b.fq.gz	NaN	haploid	WA_077	IVP35
MM816	KFRAG_00996_c	KFRAG_00996_c.fq.gz	NaN	haploid	WA_077	IVP35
MM817	KFRAG_00997	KFRAG_00997.fq.gz	NaN	haploid	WA_077	IVP35
